tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross,mpaa_rating,month
tt1386588,The Other Guys,2010,107.0,"['Action', 'Comedy', 'Crime']",100000000.0,170458922.0,PG-13,8.0
tt1386697,Suicide Squad,2016,123.0,"['Action', 'Adventure', 'Fantasy']",175000000.0,746846894.0,PG-13,8.0
tt1386703,Total Recall,2012,118.0,"['Action', 'Adventure', 'Mystery']",125000000.0,198467168.0,PG-13,8.0
tt1389072,Downsizing,2017,135.0,"['Drama', 'Sci-Fi']",68000000.0,55003890.0,R,12.0
tt1389096,Stand Up Guys,2012,95.0,"['Comedy', 'Crime', 'Thriller']",15000000.0,5072654.0,R,2.0
tt1389098,Mapplethorpe,2018,102.0,"['Biography', 'Drama']",,91002.0,Unrated,4.0
tt1389127,Texas Killing Fields,2011,105.0,"['Crime', 'Drama', 'History']",,1271319.0,R,10.0
tt1389137,We Bought a Zoo,2011,124.0,"['Comedy', 'Drama', 'Family']",50000000.0,120081841.0,PG,12.0
tt1389139,When the Bough Breaks,2016,107.0,"['Crime', 'Drama', 'Horror']",10000000.0,30658387.0,PG-13,9.0
tt1390398,"Bless Me, Ultima",2013,106.0,"['Biography', 'Drama', 'History']",,1561962.0,PG-13,9.0
tt1390411,In the Heart of the Sea,2015,122.0,"['Action', 'Adventure', 'Biography']",100000000.0,93920758.0,PG-13,12.0
tt1390535,The Final,2010,93.0,"['Drama', 'Horror', 'Thriller']",1000000.0,28491.0,R,1.0
tt1391034,And Soon the Darkness,2010,91.0,"['Drama', 'Horror', 'Mystery']",,177182.0,R,12.0
tt1391092,Marwencol,2010,83.0,"['Biography', 'Documentary', 'Fantasy']",,112036.0,Unrated,10.0
tt1391137,Why Did I Get Married Too?,2010,121.0,"['Comedy', 'Drama', 'Romance']",20000000.0,60673972.0,PG-13,4.0
tt1392170,The Hunger Games,2012,142.0,"['Action', 'Adventure', 'Sci-Fi']",78000000.0,694394724.0,PG-13,3.0
tt1392197,Marmaduke,2010,87.0,"['Comedy', 'Family']",50000000.0,83761844.0,PG,6.0
tt1392214,Prisoners,2013,153.0,"['Crime', 'Drama', 'Mystery']",46000000.0,122126687.0,R,9.0
tt1393742,Jesus Henry Christ,2011,92.0,['Comedy'],,20183.0,PG-13,4.0
tt1394211,Helena from the Wedding,2010,89.0,"['Comedy', 'Drama']",,4190.0,Unrated,3.0
tt1396218,Mr. Popper's Penguins,2011,94.0,"['Comedy', 'Family', 'Fantasy']",55000000.0,187361754.0,PG,6.0
tt1396221,Passion Play,2010,94.0,"['Drama', 'Fantasy', 'Romance']",8000000.0,25603.0,R,5.0
tt1396484,It,2017,135.0,"['Horror', 'Thriller']",35000000.0,701796444.0,R,9.0
tt1397514,Journey 2: The Mysterious Island,2012,94.0,"['Action', 'Adventure', 'Comedy']",79000000.0,335260290.0,PG,2.0
tt1398426,Straight Outta Compton,2015,147.0,"['Biography', 'Drama', 'History']",28000000.0,201634991.0,R,8.0
tt1398949,Blank City,2010,94.0,['Documentary'],,119929.0,Unrated,4.0
tt1399103,Transformers: Dark of the Moon,2011,154.0,"['Action', 'Adventure', 'Sci-Fi']",195000000.0,1123794079.0,PG-13,6.0
tt1399683,Winter's Bone,2010,100.0,"['Drama', 'Mystery']",2000000.0,13796834.0,R,7.0
tt1401621,A Boy Called Po,2016,95.0,"['Drama', 'Fantasy']",500000.0,4550.0,PG,9.0
tt1403177,Hesher,2010,106.0,"['Comedy', 'Crime', 'Drama']",7000000.0,449702.0,R,1.0
tt1403862,Sinbad: The Fifth Voyage,2014,89.0,"['Action', 'Adventure', 'Fantasy']",,159862.0,PG-13,2.0
tt1403865,True Grit,2010,110.0,"['Adventure', 'Drama', 'Western']",38000000.0,252276927.0,PG-13,12.0
tt1403981,Remember Me,2010,113.0,"['Drama', 'Romance']",16000000.0,56032889.0,PG-13,3.0
tt1403988,The Romantics,2010,95.0,"['Comedy', 'Drama', 'Romance']",4500000.0,191019.0,PG-13,1.0
tt1405365,Celeste & Jesse Forever,2012,92.0,"['Comedy', 'Drama', 'Romance']",,3640975.0,R,1.0
tt1405500,For Colored Girls,2010,133.0,['Drama'],21000000.0,37981984.0,R,11.0
tt1407055,Violet Tendencies,2010,99.0,"['Comedy', 'Drama', 'Romance']",,13304.0,Unrated,4.0
tt1407061,Just Wright,2010,100.0,"['Comedy', 'Romance', 'Sport']",,21584424.0,PG,5.0
tt1407084,Twelve,2010,93.0,"['Action', 'Crime', 'Drama']",5000000.0,2648195.0,R,8.0
tt1407927,180° South,2010,85.0,"['Documentary', 'Drama', 'Sport']",,31745.0,PG,2.0
tt1408101,Star Trek Into Darkness,2013,132.0,"['Action', 'Adventure', 'Sci-Fi']",190000000.0,467365246.0,PG-13,5.0
tt1408253,Ride Along,2014,99.0,"['Action', 'Comedy', 'Crime']",25000000.0,154468902.0,PG-13,1.0
tt1409024,Men in Black 3,2012,106.0,"['Action', 'Adventure', 'Comedy']",225000000.0,624026776.0,PG-13,5.0
tt1411238,No Strings Attached,2011,108.0,"['Comedy', 'Romance']",25000000.0,149228077.0,R,1.0
tt1411664,Bucky Larson: Born to Be a Star,2011,97.0,['Comedy'],10000000.0,2530394.0,R,9.0
tt1411697,The Hangover Part II,2011,102.0,"['Comedy', 'Mystery']",80000000.0,586764305.0,R,5.0
tt1411704,Hop,2011,95.0,"['Adventure', 'Animation', 'Comedy']",63000000.0,183954145.0,PG,4.0
tt1411956,Sold,2016,94.0,['Drama'],,57527.0,PG-13,3.0
tt1412528,Table 19,2017,87.0,"['Comedy', 'Drama', 'Romance']",5000000.0,5042014.0,PG-13,3.0
tt1413492,12 Strong,2018,130.0,"['Action', 'Drama', 'History']",35000000.0,67450815.0,R,1.0
tt1413493,Making the Boys,2011,90.0,"['Biography', 'Documentary', 'Romance']",,33443.0,Unrated,3.0
tt1413495,Paranoia,2013,106.0,"['Drama', 'Thriller']",35000000.0,17056265.0,PG-13,8.0
tt1413496,Revenge of the Electric Car,2011,90.0,['Documentary'],,151272.0,PG-13,4.0
tt1414382,You Again,2010,105.0,"['Comedy', 'Family', 'Romance']",20000000.0,32054369.0,PG,9.0
tt1415269,Immigration Tango,2010,92.0,['Comedy'],1100000.0,24554.0,R,4.0
tt1416801,Kill the Irishman,2011,106.0,"['Biography', 'Crime', 'Drama']",12000000.0,1188194.0,R,3.0
tt1417592,Pearl Jam Twenty,2011,109.0,"['Documentary', 'History', 'Music']",,471334.0,Unrated,10.0
tt1418377,"I, Frankenstein",2014,92.0,"['Action', 'Fantasy', 'Horror']",65000000.0,76801179.0,PG-13,1.0
tt1418702,Limelight,2011,103.0,['Documentary'],,60335.0,Unrated,4.0
tt1421048,Provinces of Night,2010,105.0,"['Drama', 'Romance']",,12971.0,R,5.0
tt1421051,Somewhere,2010,97.0,"['Comedy', 'Drama']",7000000.0,14788642.0,R,1.0
tt1422786,Ultrasuede: In Search of Halston,2010,85.0,['Documentary'],,11539.0,Unrated,4.0
tt1423593,The Imperialists Are Still Alive!,2010,90.0,['Drama'],,5874.0,Unrated,10.0
tt1423995,Stone,2010,105.0,"['Drama', 'Thriller']",22000000.0,10300416.0,R,10.0
tt1424381,Predators,2010,107.0,"['Action', 'Adventure', 'Sci-Fi']",40000000.0,127233108.0,R,7.0
tt1425922,Black Nativity,2013,93.0,"['Drama', 'Family', 'Music']",17500000.0,7454185.0,PG,11.0
tt1426320,BearCity,2010,104.0,"['Comedy', 'Romance']",,6000.0,Unrated,6.0
tt1426329,Lovelace,2013,93.0,"['Biography', 'Drama']",10000000.0,1585583.0,R,1.0
tt1426386,Lost Angels: Skid Row Is My Home,2010,77.0,"['Documentary', 'News']",300000.0,12025.0,Unrated,6.0
tt1428538,Hansel & Gretel: Witch Hunters,2013,88.0,"['Action', 'Fantasy', 'Horror']",50000000.0,226349749.0,R,1.0
tt1430132,The Wolverine,2013,126.0,"['Action', 'Adventure', 'Sci-Fi']",120000000.0,414828246.0,PG-13,7.0
tt1430615,Big Miracle,2012,107.0,"['Biography', 'Drama', 'Family']",40000000.0,24740061.0,PG,2.0
tt1431045,Deadpool,2016,108.0,"['Action', 'Adventure', 'Comedy']",58000000.0,782836791.0,R,2.0
tt1433099,Dancing Across Borders,2010,88.0,['Documentary'],,66166.0,Unrated,3.0
tt1433108,Faster,2010,98.0,"['Action', 'Crime', 'Drama']",24000000.0,35626958.0,R,11.0
tt1433207,The Details,2011,101.0,"['Comedy', 'Drama']",,63595.0,R,1.0
tt1433811,Disconnect,2012,115.0,"['Drama', 'Thriller']",10000000.0,3428048.0,R,7.0
tt1433822,The Apparition,2012,83.0,"['Horror', 'Thriller']",17000000.0,11350665.0,PG-13,8.0
tt1434435,Mother's Day,2010,112.0,"['Drama', 'Horror', 'Thriller']",11000000.0,863044.0,R,9.0
tt1436559,"Love, Wedding, Marriage",2011,90.0,['Comedy'],12000000.0,515823.0,PG-13,6.0
tt1436562,Rio,2011,96.0,"['Adventure', 'Animation', 'Comedy']",90000000.0,483866518.0,PG,4.0
tt1436568,Assassination Games,2011,101.0,"['Action', 'Crime', 'Drama']",8000000.0,110784.0,R,7.0
tt1438176,Fright Night,2011,106.0,"['Comedy', 'Horror']",30000000.0,41002607.0,R,8.0
tt1439558,Max Rose,2013,83.0,['Drama'],,66680.0,Unrated,9.0
tt1440129,Battleship,2012,131.0,"['Action', 'Adventure', 'Sci-Fi']",209000000.0,303025485.0,PG-13,5.0
tt1440161,A Little Bit of Heaven,2011,106.0,"['Comedy', 'Drama', 'Fantasy']",,6778388.0,PG-13,5.0
tt1440379,Virginia,2010,111.0,['Drama'],,12728.0,R,5.0
tt1440728,The American,2010,105.0,"['Crime', 'Drama', 'Thriller']",20000000.0,67876281.0,R,9.0
tt1441326,Martha Marcy May Marlene,2011,102.0,"['Drama', 'Mystery', 'Thriller']",,4778439.0,R,1.0
tt1445208,The Letters,2014,114.0,['Drama'],20000000.0,1647416.0,PG,12.0
tt1446072,Game of Death,2011,98.0,"['Action', 'Adventure', 'Thriller']",13000000.0,189805.0,R,2.0
tt1446147,Cat Run,2011,106.0,"['Action', 'Comedy']",25000000.0,65708.0,R,4.0
tt1446192,Rise of the Guardians,2012,97.0,"['Action', 'Adventure', 'Animation']",145000000.0,306941670.0,PG,11.0
tt1446714,Prometheus,2012,124.0,"['Adventure', 'Mystery', 'Sci-Fi']",130000000.0,403354469.0,R,6.0
tt1449283,Winnie the Pooh,2011,63.0,"['Adventure', 'Animation', 'Comedy']",30000000.0,49871429.0,G,7.0
tt1449379,Caught in the Crossfire,2010,85.0,"['Action', 'Crime', 'Thriller']",1000000.0,11850.0,R,7.0
tt1450328,Mooz-Lum,2010,94.0,"['Drama', 'Family']",,369129.0,PG-13,9.0
tt1450330,Roadie,2011,95.0,"['Comedy', 'Drama', 'Music']",,7825.0,R,1.0
tt1452599,Restitution,2011,101.0,"['Crime', 'Thriller']",,2664.0,R,10.0
tt1452628,Vanishing on 7th Street,2010,92.0,"['Horror', 'Mystery', 'Thriller']",10000000.0,1671196.0,R,1.0
tt1453405,Monsters University,2013,104.0,"['Adventure', 'Animation', 'Comedy']",200000000.0,743559645.0,G,6.0
tt1454029,The Help,2011,146.0,['Drama'],25000000.0,216639112.0,PG-13,8.0
tt1455256,The Wall,2010,78.0,['Documentary'],100000.0,4500000.0,Unrated,4.0
tt1456635,Goon,2011,92.0,"['Comedy', 'Drama', 'Sport']",,6985158.0,R,2.0
tt1457765,The Haunting in Connecticut 2: Ghosts of Georgia,2013,101.0,"['Drama', 'Horror', 'Mystery']",9000000.0,5127434.0,R,2.0
tt1457767,The Conjuring,2013,112.0,"['Horror', 'Mystery', 'Thriller']",20000000.0,320290989.0,R,7.0
tt1458169,Kidnap,2017,95.0,"['Crime', 'Drama', 'Thriller']",21000000.0,34814102.0,R,8.0
tt1458175,The Next Three Days,2010,133.0,"['Action', 'Crime', 'Drama']",30000000.0,67448651.0,PG-13,11.0
tt1460646,Red Herring,2015,91.0,"['Crime', 'Drama', 'Mystery']",,49480.0,Unrated,10.0
tt1461219,Dislecksia: The Movie,2012,83.0,['Documentary'],,33066.0,Unrated,4.0
tt1462041,Dream House,2011,84.0,"['Drama', 'Mystery', 'Thriller']",50000000.0,39984400.0,PG-13,9.0
tt1462054,Letters to God,2010,110.0,"['Drama', 'Family']",3000000.0,3269546.0,PG,4.0
tt1462411,Big Sur,2013,81.0,"['Drama', 'Romance']",,37466.0,R,11.0
tt1462769,The Odd Life of Timothy Green,2012,105.0,"['Comedy', 'Drama', 'Family']",25000000.0,56012642.0,PG,8.0
tt1462901,All Is Bright,2013,107.0,"['Comedy', 'Drama']",10000000.0,4556.0,R,9.0
tt1464174,"Big Mommas: Like Father, Like Son",2011,107.0,"['Action', 'Comedy', 'Crime']",32000000.0,82686066.0,PG-13,2.0
tt1464191,Decoding Annie Parker,2013,91.0,['Drama'],2000000.0,60048.0,R,5.0
tt1464540,I Am Number Four,2011,111.0,"['Action', 'Adventure', 'Sci-Fi']",60000000.0,149878437.0,PG-13,2.0
tt1464580,Stake Land,2010,98.0,"['Drama', 'Horror', 'Sci-Fi']",650000.0,405380.0,R,10.0
tt1466054,Cloudburst,2011,93.0,"['Adventure', 'Comedy', 'Drama']",,15151.0,Unrated,5.0
tt1466072,William S. Burroughs: A Man Within,2010,87.0,['Documentary'],160000.0,46380.0,Unrated,1.0
tt1468387,What If...,2010,111.0,"['Drama', 'Family', 'Fantasy']",,814906.0,PG,3.0
tt1468705,Cartas a Elena,2011,97.0,['Drama'],1200000.0,121254.0,PG,5.0
tt1468846,Get a Job,2016,83.0,['Comedy'],8000000.0,23910.0,R,3.0
tt1470020,Redemption Road,2010,95.0,['Drama'],2300000.0,29384.0,PG-13,4.0
tt1470023,MacGruber,2010,90.0,"['Action', 'Comedy', 'Romance']",10000000.0,9322895.0,R,5.0
tt1470846,Area Q.,2011,114.0,"['Sci-Fi', 'Thriller']",4000000.0,189995.0,Unrated,10.0
tt1473397,Lucky,2011,103.0,['Comedy'],,8564.0,R,7.0
tt1473832,Bridget Jones's Baby,2016,123.0,"['Comedy', 'Drama', 'Romance']",35000000.0,211952420.0,R,9.0
tt1474889,The Freebie,2010,78.0,"['Comedy', 'Drama']",,16613.0,R,9.0
tt1477834,Aquaman,2018,143.0,"['Action', 'Adventure', 'Fantasy']",160000000.0,1148485886.0,PG-13,12.0
tt1477837,Cedar Rapids,2011,87.0,['Comedy'],10000000.0,7728936.0,R,3.0
tt1478338,Bridesmaids,2011,125.0,"['Comedy', 'Romance']",32500000.0,288383523.0,R,5.0
tt1479320,Oka!,2011,105.0,['Drama'],,18364.0,Unrated,10.0
tt1480285,Abattoir,2016,98.0,"['Horror', 'Mystery', 'Thriller']",5000000.0,663460.0,R,12.0
tt1480295,Killing Season,2013,91.0,"['Action', 'Drama', 'Thriller']",,1071322.0,R,7.0
tt1481572,Happythankyoumoreplease,2010,100.0,"['Comedy', 'Drama', 'Romance']",,853862.0,R,1.0
tt1482459,The Lorax,2012,86.0,"['Adventure', 'Animation', 'Comedy']",70000000.0,348840316.0,PG,3.0
tt1482889,Jim,2010,101.0,['Sci-Fi'],,13000.0,Unrated,10.0
tt1482980,American Meat,2013,84.0,['Documentary'],505598.0,10650.0,Unrated,4.0
tt1482991,Carbon Nation,2010,86.0,"['Documentary', 'Family']",,16901.0,PG,10.0
tt1483010,Logan,2010,94.0,"['Comedy', 'Drama', 'Family']",135000.0,7137.0,Unrated,9.0
tt1483013,Oblivion,2013,124.0,"['Action', 'Adventure', 'Sci-Fi']",120000000.0,286168572.0,PG-13,4.0
tt1483324,At Middleton,2013,99.0,"['Comedy', 'Romance']",2500000.0,82993.0,R,5.0
tt1483756,The Trouble with Bliss,2011,97.0,"['Comedy', 'Drama']",,13093.0,PG-13,3.0
tt1484522,8: The Mormon Proposition,2010,80.0,['Documentary'],2500000.0,100280.0,R,1.0
tt1485761,"No God, No Master",2013,94.0,"['Crime', 'Drama', 'History']",6000000.0,6796.0,PG-13,11.0
tt1485796,The Greatest Showman,2017,105.0,"['Biography', 'Drama', 'Musical']",84000000.0,436755494.0,PG,12.0
tt1486185,Red Riding Hood,2011,100.0,"['Fantasy', 'Horror', 'Mystery']",42000000.0,90260376.0,PG-13,3.0
tt1486192,The Raven,2012,110.0,"['Crime', 'Mystery', 'Thriller']",26000000.0,29699345.0,R,4.0
tt1486843,Drew: The Man Behind the Poster,2013,97.0,"['Biography', 'Documentary']",,3078.0,Unrated,7.0
tt1488555,The Change-Up,2011,112.0,"['Comedy', 'Fantasy']",52000000.0,75450437.0,R,8.0
tt1488602,The Forest,2011,98.0,"['Horror', 'Thriller']",2300000.0,37600000.0,R,4.0
tt1489887,Booksmart,2019,102.0,['Comedy'],6000000.0,24959607.0,R,5.0
tt1489889,Central Intelligence,2016,107.0,"['Action', 'Comedy', 'Crime']",50000000.0,216972543.0,PG-13,6.0
tt1490017,The Lego Movie,2014,100.0,"['Action', 'Adventure', 'Animation']",60000000.0,468060692.0,PG,2.0
tt1490678,Granito,2011,103.0,"['Crime', 'Documentary', 'History']",,43942.0,Unrated,1.0
tt1490785,I Saw the Light,2015,123.0,"['Biography', 'Drama', 'Music']",13000000.0,1767963.0,R,4.0
tt1491044,The Iceman,2012,106.0,"['Biography', 'Crime', 'Drama']",10000000.0,4552970.0,R,9.0
tt1492705,All I Wish,2017,94.0,"['Comedy', 'Drama', 'Romance']",,197734.0,R,3.0
tt1493157,Nature Calls,2012,79.0,['Comedy'],,646.0,R,10.0
tt1496025,Underworld Awakening,2012,88.0,"['Action', 'Fantasy', 'Horror']",70000000.0,160112671.0,R,1.0
tt1496422,The Paperboy,2012,107.0,"['Crime', 'Drama', 'Mystery']",12500000.0,3783865.0,R,10.0
tt1497874,Cold Weather,2010,96.0,"['Comedy', 'Drama', 'Mystery']",,144056.0,Unrated,3.0
tt1498569,Restless,2011,91.0,"['Drama', 'Romance']",8000000.0,2518012.0,PG-13,9.0
tt1499302,"Filth to Ashes, Flesh to Dust",2011,90.0,['Horror'],100000.0,202531.0,Unrated,9.0
tt1499658,Horrible Bosses,2011,98.0,"['Comedy', 'Crime']",35000000.0,209838559.0,R,7.0
tt1501652,Dead Awake,2010,93.0,"['Fantasy', 'Mystery', 'Romance']",3500000.0,318275.0,R,12.0
tt1502404,Drive Angry,2011,104.0,"['Action', 'Fantasy', 'Thriller']",50000000.0,40909909.0,R,2.0
tt1502407,Halloween,2018,106.0,"['Horror', 'Thriller']",10000000.0,255614941.0,R,10.0
tt1502712,Fantastic Four,2015,100.0,"['Action', 'Adventure', 'Drama']",120000000.0,167882881.0,PG-13,8.0
tt1502714,Monogamy,2010,96.0,"['Drama', 'Romance']",5000000.0,21527.0,Unrated,4.0
tt1504319,Road to Nowhere,2010,121.0,"['Romance', 'Thriller']",5000000.0,161619.0,R,1.0
tt1506940,2012: Time for Change,2010,85.0,"['Animation', 'Documentary', 'News']",,68339.0,Unrated,10.0
tt1507563,Dark Tide,2012,94.0,"['Action', 'Adventure', 'Drama']",25000000.0,1167612.0,PG-13,3.0
tt1507571,The Tribes of Palos Verdes,2017,104.0,['Drama'],,11603.0,R,12.0
tt1509130,Janie Jones,2010,114.0,"['Biography', 'Drama', 'Music']",3000000.0,6840.0,Unrated,4.0
tt1509276,The Wildest Dream,2010,94.0,"['Adventure', 'Biography', 'Documentary']",,898137.0,PG,8.0
tt1509767,The Three Musketeers,2011,110.0,"['Action', 'Adventure', 'Romance']",75000000.0,132274484.0,PG-13,10.0
tt1510907,Behind the Burly Q,2010,97.0,['Documentary'],250000.0,23889.0,Unrated,4.0
tt1511425,Losing Control,2011,91.0,['Comedy'],2000000.0,22081.0,R,3.0
tt1512235,Super,2010,96.0,"['Action', 'Comedy', 'Drama']",2500000.0,422618.0,R,4.0
tt1512240,The Convincer,2011,93.0,"['Comedy', 'Crime', 'Drama']",,790421.0,R,1.0
tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,"['Action', 'Adventure', 'Crime']",125000000.0,543848418.0,PG-13,12.0
tt1515935,The Lottery,2010,81.0,"['Documentary', 'Drama', 'News']",,54543.0,Unrated,5.0
tt1516577,Sedona,2011,90.0,"['Adventure', 'Comedy', 'Drama']",,21638.0,Unrated,2.0
tt1517249,Sunlight Jr.,2013,90.0,['Drama'],,5346.0,Unrated,4.0
tt1517260,The Host,2013,125.0,"['Action', 'Adventure', 'Drama']",40000000.0,63365859.0,PG-13,3.0
tt1517451,A Star Is Born,2018,136.0,"['Drama', 'Music', 'Romance']",36000000.0,436188866.0,R,10.0
tt1517489,Spy Kids 4: All the Time in the World,2011,89.0,"['Action', 'Adventure', 'Comedy']",27000000.0,85564310.0,PG,8.0
tt1518255,Raw Faith,2010,94.0,"['Biography', 'Documentary', 'Drama']",,23667.0,Unrated,6.0
tt1518812,Meek's Cutoff,2010,104.0,"['Drama', 'Western']",2000000.0,1205257.0,PG,10.0
tt1519461,Area 51,2015,91.0,"['Horror', 'Sci-Fi', 'Thriller']",5000000.0,7556.0,R,5.0
tt1520399,The Blood Bond,2011,86.0,"['Action', 'Thriller']",2000000.0,1483.0,Unrated,1.0
tt1520498,The Oogieloves in the Big Balloon Adventure,2012,88.0,"['Adventure', 'Family', 'Fantasy']",20000000.0,1065907.0,G,8.0
tt1522857,The Oath,2010,90.0,['Documentary'],,42273.0,Unrated,1.0
tt1523483,Kaboom,2010,86.0,"['Comedy', 'Mystery', 'Romance']",,635162.0,Unrated,1.0
tt1523939,Answers to Nothing,2011,124.0,"['Drama', 'Mystery', 'Romance']",,22029.0,R,9.0
tt1524095,Bhutto,2010,111.0,"['Biography', 'Documentary']",,100202.0,Unrated,11.0
tt1524131,Knucklehead,2010,100.0,"['Action', 'Comedy', 'Drama']",,7927.0,PG-13,10.0
tt1524137,Contraband,2012,109.0,"['Action', 'Crime', 'Drama']",25000000.0,96262212.0,R,1.0
tt1524575,The Vatican Tapes,2015,91.0,"['Horror', 'Thriller']",8000000.0,13015764.0,PG-13,7.0
tt1524930,Vacation,2015,99.0,"['Adventure', 'Comedy']",31000000.0,107228221.0,R,7.0
tt1525552,Apart,2011,85.0,"['Drama', 'Mystery', 'Romance']",,3161.0,Unrated,2.0
tt1525838,Gun Hill Road,2011,86.0,['Drama'],119567.0,148994.0,R,1.0
tt1528071,Horns,2013,120.0,"['Crime', 'Drama', 'Fantasy']",,3875442.0,R,10.0
tt1528854,Daddy's Home,2015,96.0,['Comedy'],50000000.0,242786137.0,PG-13,12.0
tt1529572,Trust,2010,106.0,"['Crime', 'Drama', 'Thriller']",4000000.0,595802.0,R,4.0
tt1530975,Putty Hill,2010,85.0,['Drama'],,58585.0,Unrated,2.0
tt1531663,Everything Must Go,2010,97.0,"['Comedy', 'Drama']",5000000.0,2820490.0,R,4.0
tt1531914,Smitty,2012,94.0,"['Drama', 'Family']",,4973.0,PG,4.0
tt1531924,The Disappearance of Eleanor Rigby: Him,2013,89.0,"['Drama', 'Romance']",,109144.0,R,10.0
tt1531930,The Lie,2011,80.0,['Drama'],,3000.0,R,11.0
tt1532503,Beginners,2010,105.0,"['Comedy', 'Drama', 'Romance']",3200000.0,14311701.0,R,4.0
tt1532538,Line of Duty,2013,100.0,"['Action', 'Crime', 'Thriller']",2500000.0,54204.0,R,2.0
tt1532958,Battle of the Year,2013,110.0,"['Drama', 'Music']",20000000.0,16549477.0,PG-13,9.0
tt1533013,Beautiful Boy,2010,100.0,['Drama'],,140123.0,R,4.0
tt1533089,Tab Hunter Confidential,2015,90.0,"['Biography', 'Documentary']",,85812.0,Unrated,10.0
tt1534075,Strange Powers: Stephin Merritt and the Magnetic Fields,2010,89.0,"['Documentary', 'Music']",,68719.0,Unrated,6.0
tt1535108,Elysium,2013,109.0,"['Action', 'Drama', 'Sci-Fi']",115000000.0,286140700.0,R,8.0
tt1535109,Captain Phillips,2013,134.0,"['Biography', 'Drama', 'Thriller']",55000000.0,218791811.0,PG-13,10.0
tt1535110,When Harry Tries to Marry,2011,93.0,"['Comedy', 'Romance']",,35100.0,PG-13,4.0
tt1535438,Hope Springs,2012,100.0,"['Comedy', 'Drama', 'Romance']",30000000.0,114281051.0,PG-13,8.0
tt1535568,Douchebag,2010,81.0,"['Comedy', 'Drama']",500000.0,20615.0,Unrated,1.0
tt1535612,The Son of No One,2011,90.0,"['Action', 'Crime', 'Drama']",15000000.0,1091132.0,R,1.0
tt1535616,The Divide,2011,112.0,"['Drama', 'Horror', 'Sci-Fi']",3000000.0,145676.0,R,3.0
tt1535970,The Ledge,2011,101.0,"['Drama', 'Romance', 'Thriller']",10000000.0,1247188.0,R,1.0
tt1536044,Paranormal Activity 2,2010,91.0,['Horror'],3000000.0,177512032.0,R,10.0
tt1536374,A Year in Mooring,2011,88.0,['Drama'],,30655.0,PG-13,10.0
tt1536410,Faces in the Crowd,2011,103.0,"['Crime', 'Drama', 'Mystery']",10000000.0,93759.0,R,10.0
tt1538403,The Mortal Instruments: City of Bones,2013,130.0,"['Action', 'Fantasy', 'Horror']",60000000.0,95396573.0,PG-13,8.0
tt1538833,Make Believe,2010,88.0,['Documentary'],,19085.0,Unrated,5.0
tt1539489,A Fierce Green Fire,2012,101.0,['Documentary'],,29817.0,G,3.0
tt1540128,Playing for Keeps,2012,105.0,"['Comedy', 'Romance', 'Sport']",35000000.0,30962335.0,PG-13,12.0
tt1540733,A Good Day to Die,2010,90.0,"['Biography', 'Documentary', 'History']",,573.0,Unrated,11.0
tt1540814,Casino Jack and the United States of Money,2010,118.0,['Documentary'],,176865.0,R,1.0
tt1540933,How to Grow a Band,2011,89.0,"['Documentary', 'Music']",,20135.0,Unrated,4.0
tt1540978,Louder Than a Bomb,2010,99.0,['Documentary'],,40000.0,Unrated,7.0
tt1541153,Radio Unnameable,2012,87.0,['Documentary'],,24090.0,Unrated,4.0
tt1542344,127 Hours,2010,94.0,"['Adventure', 'Biography', 'Drama']",18000000.0,60738797.0,R,1.0
tt1544600,The Grace Card,2010,101.0,['Drama'],200000.0,2430735.0,PG-13,2.0
tt1544608,Voice from the Stone,2017,94.0,"['Drama', 'Mystery', 'Thriller']",,87273.0,R,4.0
tt1545106,Vamps,2012,92.0,"['Comedy', 'Horror', 'Romance']",16000000.0,92748.0,PG-13,11.0
tt1545464,Restless City,2011,80.0,"['Drama', 'Music']",,8100.0,R,1.0
tt1545660,Knights of Badassdom,2013,86.0,"['Action', 'Adventure', 'Comedy']",,123854.0,R,1.0
tt1545754,Are You Here,2013,114.0,"['Comedy', 'Drama']",,594396.0,R,5.0
tt1547230,Judy Moody and the Not Bummer Summer,2011,91.0,"['Comedy', 'Family']",20000000.0,15691640.0,PG,6.0
tt1547234,Premium Rush,2012,91.0,"['Action', 'Crime', 'Thriller']",35000000.0,31083599.0,PG-13,8.0
tt1549571,Pure Country 2: The Gift,2010,112.0,"['Drama', 'Music', 'Musical']",,133771.0,PG,10.0
tt1549572,Another Earth,2011,92.0,"['Drama', 'Romance', 'Sci-Fi']",100000.0,1938783.0,PG-13,1.0
tt1549920,The Last Stand,2013,107.0,"['Action', 'Thriller']",45000000.0,48330757.0,R,1.0
tt1550524,White Irish Drinkers,2010,109.0,['Drama'],600000.0,31056.0,R,3.0
tt1550557,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2010,100.0,"['Biography', 'Documentary']",,43583.0,Unrated,10.0
tt1551630,Pawn,2013,88.0,"['Action', 'Crime', 'Mystery']",83000000.0,4141.0,R,4.0
tt1554091,A Better Life,2011,98.0,"['Drama', 'Romance']",10000000.0,1863506.0,PG-13,6.0
tt1555058,Collaborator,2011,87.0,"['Comedy', 'Drama', 'Thriller']",,3696.0,Unrated,10.0
tt1555064,Country Strong,2010,117.0,"['Drama', 'Music']",15000000.0,20529194.0,PG-13,1.0
